iter	Logloss
0	0.5880722974
1	0.500959551
2	0.4277050486
3	0.3666135659
4	0.3172127996
5	0.2764141198
6	0.242765307
7	0.2144996884
8	0.191339968
9	0.1718795167
10	0.1556847277
11	0.1422037386
12	0.1306730333
13	0.1212717636
14	0.1130197915
15	0.1057704989
16	0.09998326955
17	0.0949651133
18	0.09062376817
19	0.08689137522
20	0.08378282552
21	0.08112855308
22	0.07857071035
23	0.07616196425
24	0.07424180964
25	0.07282559152
26	0.07130325243
27	0.0701422952
28	0.06912846797
29	0.06800420983
30	0.06712664865
31	0.06628917774
32	0.0656776659
33	0.06499627644
34	0.06437599501
35	0.063961968
36	0.06324582096
37	0.06289298797
38	0.0624748172
39	0.06214886214
40	0.06181978145
41	0.06161382562
42	0.0612543308
43	0.06107548279
44	0.0605824366
45	0.06042161612
46	0.06016432913
47	0.05997934712
48	0.05971736219
49	0.05955512689
50	0.05946568882
51	0.05920171165
52	0.05912251127
53	0.05890955989
54	0.05867026052
55	0.0585751755
56	0.05841614292
57	0.05836185917
58	0.05829010053
59	0.0581130059
60	0.05790447774
61	0.05778444902
62	0.05775079502
63	0.05772010859
64	0.05768781411
65	0.05748009261
66	0.05745341359
67	0.05739032725
68	0.05729347505
69	0.05721395617
70	0.05704886784
71	0.05691779399
72	0.05685775305
73	0.05678283882
74	0.05670899243
75	0.05664099432
76	0.05657413258
77	0.05650927021
78	0.05649293152
79	0.05647799072
80	0.05638353058
81	0.05635643502
82	0.05632307959
83	0.0563112719
84	0.05629066408
85	0.05627706033
86	0.05621387282
87	0.05619577906
88	0.05613170652
89	0.05606203329
90	0.05602620107
91	0.05598963402
92	0.05593139188
93	0.05591722821
94	0.05587902255
95	0.05583253434
96	0.05577234231
97	0.05572392033
98	0.0556840338
99	0.05563426645
100	0.05557381063
101	0.05553235959
102	0.05549353176
103	0.05540345836
104	0.05538795341
105	0.05536470573
106	0.05529985097
107	0.05528433857
108	0.05524423721
109	0.05521120187
110	0.05519220893
111	0.05515640534
112	0.05510694014
113	0.05509112905
114	0.05504944547
115	0.05502293463
116	0.0549851758
117	0.05491436811
118	0.05486760705
119	0.05483838306
120	0.05481373139
121	0.05477721161
122	0.05470739436
123	0.05466914309
124	0.05461000923
125	0.05454781953
126	0.05448941281
127	0.05443442242
128	0.05440306727
129	0.05437346872
130	0.05433653205
131	0.05432014177
132	0.0543022067
133	0.05427116726
134	0.0542256465
135	0.05419316918
136	0.05417660348
137	0.05412460172
138	0.05410823964
139	0.05406798063
140	0.05404432439
141	0.05401525263
142	0.05398111256
143	0.05395418291
144	0.05393605867
145	0.05390800966
146	0.05385406065
147	0.05383088578
148	0.05381173011
149	0.05378179016
150	0.05375060584
151	0.05368745562
152	0.05366157424
153	0.05363673281
154	0.05361485701
155	0.05357058389
156	0.05353268102
157	0.05349607073
158	0.05347629891
159	0.05345130269
160	0.05341035415
161	0.05338668272
162	0.05335729937
163	0.05332574466
164	0.05328157184
165	0.05326380458
166	0.05323028102
167	0.0532056023
168	0.05318095798
169	0.05315286973
170	0.05313229078
171	0.0531139395
172	0.05308467917
173	0.05306128862
174	0.05304339432
175	0.05302967484
176	0.05301424557
177	0.0529971746
178	0.05296704711
179	0.05292945501
180	0.05290689711
181	0.05288257388
182	0.05285825303
183	0.05283905944
184	0.05277967773
185	0.05274445946
186	0.05270333909
187	0.05268284527
188	0.05266017775
189	0.05264222451
190	0.05261725311
191	0.05259776103
192	0.05258977065
193	0.05256876554
194	0.05254208249
195	0.05250251216
196	0.05248596434
197	0.0524698168
198	0.05244062106
199	0.05242457358
200	0.05241369249
201	0.05237967503
202	0.0523510295
203	0.05233762098
204	0.05232549959
205	0.05230794285
206	0.05227293569
207	0.05225778192
208	0.05223733429
209	0.05221034733
210	0.05218292704
211	0.05217323815
212	0.05215970283
213	0.05212399769
214	0.0521077914
215	0.05208959929
216	0.05204967228
217	0.05202936863
218	0.05198658908
219	0.05195972341
220	0.05194048206
221	0.05192851252
222	0.05190594544
223	0.0518787586
224	0.05183747329
225	0.05181512717
226	0.05179456138
227	0.05178060125
228	0.05176092899
229	0.05174237156
230	0.05172413873
231	0.05171095023
232	0.0516880561
233	0.05167241003
234	0.05164870298
235	0.0516291637
236	0.05160811528
237	0.05159725666
238	0.05156560189
239	0.05154525234
240	0.05152719904
241	0.05150708403
242	0.05148893976
243	0.05147641587
244	0.05145993396
245	0.05144569227
246	0.05141493079
247	0.051403278
248	0.05138948251
249	0.05131915351
250	0.05130552012
251	0.0512891092
252	0.05125541117
253	0.05124326237
254	0.05122431624
255	0.05120226862
256	0.05118225385
257	0.05117110597
258	0.05115558852
259	0.05114131601
260	0.05111833185
261	0.05110815622
262	0.0510829755
263	0.05106386158
264	0.05103936241
265	0.05101962309
266	0.05100252747
267	0.05099055864
268	0.05098222416
269	0.05096930784
270	0.0509571465
271	0.05094041231
272	0.05093062322
273	0.05091083996
274	0.05089862819
275	0.0508856935
276	0.05086293782
277	0.05084769171
278	0.05083492137
279	0.05082615144
280	0.0508180492
281	0.050807001
282	0.05079787515
283	0.05078578828
284	0.05077753428
285	0.05076089809
286	0.05074963012
287	0.05074019969
288	0.0507247443
289	0.05069591233
290	0.05067933188
291	0.0506593631
292	0.05064584665
293	0.05063264363
294	0.05061926319
295	0.05060323006
296	0.05058957929
297	0.050583199
298	0.05056960679
299	0.0505611803
300	0.05052852998
301	0.05051859843
302	0.0505089636
303	0.05049498963
304	0.05048035838
305	0.05046195738
306	0.05044781022
307	0.05043124663
308	0.05041835951
309	0.05040557372
310	0.05039383553
311	0.05037719898
312	0.0503665807
313	0.05035726166
314	0.0503478329
315	0.05032881926
316	0.05032100712
317	0.05030888377
318	0.05029696916
319	0.05028720567
320	0.05026835729
321	0.05025485168
322	0.05024545046
323	0.05023036843
324	0.05022289011
325	0.0502087867
326	0.05019359561
327	0.05018690643
328	0.05016235884
329	0.05014135173
330	0.05011355669
331	0.05009988313
332	0.05007386581
333	0.05006170516
334	0.05004268874
335	0.05003520551
336	0.05002679567
337	0.05001356149
338	0.05000605341
339	0.04999391373
340	0.04997993836
341	0.0499678402
342	0.0499570542
343	0.04994088653
344	0.04992766129
345	0.04990913164
346	0.04988960851
347	0.04987900435
348	0.04986884163
349	0.04985239533
350	0.04984476441
351	0.04980687575
352	0.04979348577
353	0.04978489908
354	0.04976911951
355	0.04975314864
356	0.04973848664
357	0.04972672571
358	0.04969351722
359	0.04967073651
360	0.04965436469
361	0.04964100769
362	0.04963517753
363	0.04962748057
364	0.04961457552
365	0.04959759459
366	0.04957931601
367	0.04956810952
368	0.04955509388
369	0.0495310362
370	0.04952287626
371	0.04949138161
372	0.04948266952
373	0.0494576318
374	0.04943437988
375	0.04942257104
376	0.04940725796
377	0.04940031679
378	0.04938149006
379	0.04937445171
380	0.04936640922
381	0.04935815656
382	0.04934266398
383	0.04933322227
384	0.0493214849
385	0.04931362201
386	0.04930850441
387	0.04929823558
388	0.04928178161
389	0.04927707338
390	0.04925648177
391	0.04924487535
392	0.0492385042
393	0.04921234093
394	0.04919254882
395	0.04918318552
396	0.04917563095
397	0.04915546121
398	0.04914146868
