iter	Logloss
399	0.04912779639
400	0.04911599256
401	0.04910943968
402	0.0490957573
403	0.04907616854
404	0.04906548271
405	0.04905272586
406	0.04904860799
407	0.04903500707
408	0.04902858282
409	0.04901181848
410	0.04900598188
411	0.04898893634
412	0.04897269718
413	0.04896460988
414	0.04895846859
415	0.04894340452
416	0.04892358708
417	0.04890571881
418	0.04889108393
419	0.04887812
420	0.04887125617
421	0.04885969269
422	0.04884464017
423	0.04883820345
424	0.04882781943
425	0.04881820343
426	0.04881087573
427	0.04880530304
428	0.04879997582
429	0.04878681765
430	0.04877500807
431	0.04876548206
432	0.0487598948
433	0.04874826254
434	0.04874293637
435	0.04873298374
436	0.04872399153
437	0.04871248895
438	0.04870358598
439	0.04869131277
440	0.04868617837
441	0.04867480403
442	0.04866522771
443	0.04866172977
444	0.04865510608
445	0.0486364292
446	0.04862728992
447	0.0486003365
448	0.04858572832
449	0.04857242146
450	0.04855265879
451	0.04854571075
452	0.04853621068
453	0.04851678687
454	0.04850788143
455	0.04850158722
456	0.04849087667
457	0.04847311389
458	0.04846574622
459	0.04845425649
460	0.04844542623
461	0.04843582058
462	0.04842813647
463	0.04841846053
464	0.04840275229
465	0.04838708998
466	0.04835032253
467	0.04833687914
468	0.04832464257
469	0.0483135243
470	0.04830767189
471	0.04827962919
472	0.04826906871
473	0.04825903635
474	0.04825144845
475	0.04824829668
476	0.04823428215
477	0.04822528165
478	0.04821913689
479	0.04820697509
480	0.04819836016
481	0.04818977615
482	0.0481748295
483	0.04816949289
484	0.04814676117
485	0.04814201443
486	0.04812454193
487	0.04811357785
488	0.04810232465
489	0.04809130495
490	0.04808309494
491	0.04807857347
492	0.0480617777
493	0.04804676665
494	0.04803656691
495	0.04802679958
496	0.04801747835
497	0.04800945487
498	0.0480012179
499	0.04799314723
